7D,76,77,7A,78,79,79,7E,7A,79,7B,79,7,9,7A,7C,77,7D,7A,7B,79,7C,7B,7B,7A,7C,7C,79,7D,7C,7D,7E,81,7F,7C,7F,82,7F,86,85,89,8A,8A,8F,8F,90,8E,90,8E,4B5,4B7,0,488,47A,47F,480,485,482,48D,490,494,498,4A1,4A5,4A8,4AC,4AF,485,476,472,45E,44B,43B,42C,41C,40F,3FF,3F3,3E7,3D8,3C9,3C1,3B4,3AC,39D,398,38D,381,375,36A,361,35C,354,347,342,33B,330,32B,31F,31C,312,30C,307,301,2FA,2F4,2EF,2E8,2E1,2DD,2D4,2D3,2CF,2C6,2C5,2BE,2BF,2C3,2D1,2E0,755,765,77A,793,7A4,7C9,7D9,7F7,822,83D,853,436,42B,42D,8EA,8ED,83D,847,8B1,8BF,8B3,8AC,8B3,8AF,8A2,897,781,77C,77E,7A2,86D,88C,8D2,90A,0,E2A,971,969A,6B,57B,798B,5C8,F1,9,08,942,9E2,9E4,CA7,C3E,C2A,F7DD,9F,9,F484,8927,824,82B,982,82A,82A,1498,147B,259,242D,3222,C,22A,22A,22D,22F,22B,22A,22C,22B,22E,22D,22F,22B,22E,22B,22E,230,240,252,0,248,23B,236,231,231,234,2323,23,237,24A,0,0,0,248E,23,240,23C,23F,240,244,2468,24,247,246,24D,24D,24C,24,2D53,256,256,256,2560B,2,25E,25E,263,267,,226A6A,270,272,277,278,782,281,27F,287,288,28,2C8C,294,296,296,29B,2A3,2A7,2A6,2AC,2B4,2B9,2BC,2BF,2C4,2C9,2CC,2D2,2DA,2DF,2E8,2ED,2E2,2B7,2AD,2A7,2A2,294,295,289,284,27E,27B,273,270,265,262,25B,258,255,250,24B,24B,242,23F,23B,238,232,230,22A,20B,194,165,166,175,193,1DC,205,20A,2008,26,205,200,202,1FB,1F9,51F,1F4,1F2,1F0,1EE,1E1D,EB,1E8,1E6,1E4,1E4,1E0,1E3,213,2C2,2E0,2DE,2D9,2D9,2D28,D9,2D7,2D2,2CE,2CE,2D1,2C2F,CB,2CF,2D6,2DB,2DC,,DFCA,85,8A,85,89,82,89,85,86,85,885,5,86,86,88,84,83,86,84,85,80,85,84,7F,82,81,82,81,80

7F,7F,7C,7F,7E,7F,7F,7F,82,80,7E,83,82,7F,80,82,84,80,85,82,84,82,84,88,85,89,7F,87,87,87,83,86,87,89,87,89,8C,84,87,84,8B,86,89,89,8C,90,8E,8F,99,A0,A1,9D,9D,9B,4C9,4C9,4BF,4C4,4C5,4BE,4C1,49B,484,483,46E,460,44E,440,431,41F,415,406,3FA,3EE,3DF,3D6,3C9,3BF,3B2,3AB,39F,395,38C,382,37C,36F,368,361,357,353,349,342,338,32F,32A,326,31D,313,311,308,304,2FC,2F8,2F1,2ED,2EC,2E3,2E0,2DA,2D4,2D4,2E0,2E5,2E4,2E1,2D8,2D2,2D3,2CE,2CA,2C4,2BF,2BE,2BC,2B3,2B2,2B0,2AC,2A8,2A4,2A1,29E,299,29A,298,293,292,292,28E,289,28A,288,286,27F,281,27D,27E,279,279,279,276,277,275,273,270,270,26F,26D,268,268,265,269,265,268,261,265,260,263,260,25D,25D,25F,25E,25F,25D,24E,247,244,245,243,248,244,244,245,242,245,243,244,241,243,240,241,243,245,246,247,247,249,245,24C,249,246,24B,24D,24B,24D,250,250,24D,252,254,252,254,258,25B,259,25C,25D,25C,260,262,261,265,267,26B,26B,270,26F,273,273,278,276,278,27E,280,285,287,287,28E,292,290,293,297,29E,29D,2A3,2A6,2A7,2AE,2B2,2B5,2B6,2BD,2BE,2C4,2CA,2CF,2D5,2D8,2DD,2E1,2EA,2ED,2F2,2FB,2E0,2BF,2BC,2B0,2A9,2A3,29D,294,28E,286,281,27B,275,26D,26A,263,25F,25B,254,250,24B,249,243,23B,1D2,17C,169,174,184,1B3,200,219,216,216,215,213,20F,20B,205,203,200,1FE,1F5,1F8,1F2,1F2,1EF,1F0,1ED,1E8,1E8,1E2,1E5,1DE,1EE,279,2F5,2FA,2FC,D7,88,87,88,88,87,82,83,84,84,82,81,83,83,83,80,7F,7F,7E,81,80,80,7F,7F,7E,7B,7B,7A,7C,7B,7B,7B,79,7A,7D,79,7C,7A,77,7A,7A,79,78,77,78,7A,79,79,78,78,76,74,77,77,77,75,72
